symbol,name,security_type,currency,sector,low_52_week,high_52_week,yield,avg_volume,company_ceo,company_debt,company_earnings_growth,company_gross_profit_margin,description,eps,inception_year,industry_name,market_cap,number_of_employees,pe_ratio,total_assets,primary_exchange,amount
RW,RenoWorks Software Inc,EQUITY,CAD,,0.365,0.6,0.0,29205.8421,"Doug Vickerson, MBA",0.1179,-460.0,67.2494,"RenoWorks Software, Inc. engages in the development and distribution of digital visualization software for the renovation and new home construction industry. It provides software and web solutions use digital imaging to showcase interior and exterior building products on a picture of a customer's room, home, or blueprint. The firm markets its technologies under five main business lines: Renoworks Enterprise, Renoworks PRO, Renoworks Design Services, Renoworks FastTrack and Renoworks API (Application Programming Interface). The company was founded by Greg Martineau on June 26, 2000 and is headquartered in Calgary, Canada.",-0.0084,2000.0,Information Technology Services,16.9045,0.0,0.0,2.5845,TSX-V,0.4400
RWB,Red White & Bloom Brands Inc.,EQUITY,CAD,,0.34,1.62,0.0,468725.2105,"Brad Rogers, MBA",210.3,54.2016,-51.9639,"Red White & Bloom Brands, Inc. engages in the provision of royalty financing to the legal cannabis industry. It focuses on licensed cultivators, processors, distributors, testers, and dispensaries operating in the U.S. The company was founded by Michael Marchese on January 12, 1980 and is headquartered in Vancouver, Canada.",-0.3112,1980.0,Finance Or Rental Or Leasing,80.9515,0.0,0.0,536.4571,CSE,0.3650
RX,Biosyent Inc,EQUITY,CAD,,6.76,9.59,0.0,4042.8947,René C. Goehrum,1.5569,22.5985,76.0574,"BioSyent, Inc. is a specialty pharmaceutical company, which engages in the development of pharmaceutical and healthcare products. Its products include FeraMAX 150, Cathejell Jelly, FeraMAX Powder, RepaGyn, Proktis-M, Aguettant System, Tibella, Combogesic, and Cysview. The company was founded on April 28, 1947 and is headquartered in Mississauga, Canada.",0.4957,1947.0,Pharmaceuticals Major,107.5796,0.0,20.84,37.1675,TSX-V,8.3000
RXE,RBC Quant Emerging Markets Eqty Leaders ETF CAD,EQUITY,CAD,,23.93,28.45,0.0225,99.4737,0,0.0,0.0,0.0,RBC Quant Emerging Markets Equity Leaders ETF seeks to provide unitholders with broad exposure to the performance of a diversified portfolio of high-quality emerging market equity securities that have the potential for long-term capital growth.,0.0,0.0,Investment Trusts Or Mutual Funds,5.965,0.0,0.0,0.0,TSX,23.9300
RY,Royal Bank Of Canada,EQUITY,CAD,"Finance, Banking",114.91,149.595,0.0321,3616457.2105,"David Ian McKay, MBA",322717.0,39.1677,0.0,"Royal Bank of Canada engages in the provision of banking and financial solutions. It operates through the following segments: Personal and Commercial Banking, Wealth Management, Insurance, Investor and Treasury Services, Capital Markets, and Corporate Support. The Personal and Commercial Banking segment deals with a broad suite of financial products and services in Canada. The Wealth Management segment offers a comprehensive suite of investment, trust, banking, credit, and other wealth management solutions to institutional and individual clients through its distribution channels and third-party distributors. The Insurance segment refers to a range of life, health, home, auto, travel, wealth, group, and reinsurance products. The Investor and Treasury Services segment comprises of asset services and a provider of cash management, transaction banking, and treasury services to institutional clients worldwide. The Capital Markets segment covers banking, finance and capital markets to corporations, institutional investors, asset managers, governments, and central banks around the world. The Corporate Support segment consists of technology and operations services. The company was founded by J. W. Merkell, Edward Kenny, T. C. Kinnear, James B. Duffus, William Cunard, John Tobin, George P. Mitchell and Jeremiah Northup in 1864 and is headquartered in Toronto, Canada.",11.2595,1864.0,Major Banks,195706.053,87000.0,12.27,1752469.0,TSX,138.1500
RYE,Rhyolite Resources Ltd,EQUITY,CAD,,0.6,1.7,0.0,16448.3158,Fred M. Stanford,0.0,-5537.5,0.0,"Rhyolite Resources Ltd. engages in the the acquisition and exploration of mineral properties. It focuses on gold and other assets of Paxson Gold project in Alaska, United States. The company was founded on April 6, 2006 and is headquartered in Vancouver, Canada.",-0.0902,2006.0,Precious Metals,54.2772,0.0,0.0,12.091,TSX-V,0.6200
RYR,Royal Road Minerals Limited,EQUITY,CAD,,0.24,0.4,0.0,42615.5789,"Timothy Coughlin, PhD",0.0,365.1408,0.0,"Royal Road Minerals Ltd. engages in the exploration and development of mineral deposits. It operates through the following geographic segments: Jersey, Colombia, Nicaragua, and Peru. Its projects include La Golondrina, La Redención Gold Project, Nariño, La Maria Gold Project, Los Andes, and Piedra Iman. The company was founded by Timothy Coughlin on May 6, 2010 and is headquartered in St. Helier, Jersey.",0.0753,2010.0,Precious Metals,74.1681,0.0,3.72,42.4434,TSX-V,0.2800
RZE,Razor Energy Corp,EQUITY,CAD,,0.22,4.14,0.0,87604.1579,Doug Bailey,74.272,85.4672,-2.2169,"Razor Energy Corp. operates as an oil and gas development and production company. It focuses on acquiring, enhancing, and exploration of oil and gas properties. Its property portfolio include Swan Hills, Kaybob, and District South area. The company was founded on March 5, 2010 and is headquartered in Calgary, Canada.",-0.3588,2010.0,Integrated Oil,69.9341,55.0,0.0,199.283,TSX-V,3.3200
SA.H,Class A,EQUITY,CAD,,0.125,0.27,0.0,1486.4211,John Graham Proust,0.0,-129.869,0.0,"Southern Arc Minerals, Inc. operates as a mineral exploration company, which engages in the exploration of gold and copper-gold in Southern Indonesia. Its project includes Sumbawa. The company was founded by John Graham Proust on August 19, 2004 and is headquartered in Vancouver, Canada.",-0.0684,2004.0,Precious Metals,3.1876,0.0,0.0,1.8355,TSX-V,0.1400
SAE,Sable Resources Ltd.,EQUITY,CAD,,0.155,0.395,0.0,343141.8421,"Ruben Padilla, PhD",0.1246,164.0,0.0,"Sable Resources Ltd. engages in the acquisition, exploration, and development of mineral properties. Its projects include Margarita, Vinata, El Escarpe, Don Julio, and Tulox. The company was founded on January 10, 1962 and is headquartered in Vancouver, Canada.",0.0066,1962.0,Precious Metals,60.9616,0.0,33.33,31.5027,TSX-V,0.2200
SAG,Sterling Metals Corp.,EQUITY,CAD,,0.205,0.78,0.0,29753.8421,"Mathew Wilson, CFA",0.0,-121.0702,0.0,"Sterling Metals Corp. is a mineral exploration and gold mining company, which engages in the acquisition and development of mineral properties. It focuses in operation on the Sail Pond project. The company was founded on December 9, 2003 and is headquartered in Toronto, Canada.",-0.0661,2003.0,Construction Materials,3.4981,0.0,0.0,9.764,TSX-V,0.2550
SALT,Atlas Salt Inc.,EQUITY,CAD,,0.4,1.98,0.0,541362.3684,"Patrick J. Laracy, CFA",0.0,-558.9744,0.0,"Atlas Salt, Inc. engages in mineral exploration properties in Newfoundland and Labrador. Its project portfolio include Ace Gypsum, Black Bay Nepheline, and Captain Cook Salt. The company was founded by Patrick J. Laracy on June 15, 2011 and is headquartered in St. John's, Canada.",-0.0257,2011.0,Other Metals Or Minerals,121.0492,0.0,0.0,9.9239,TSX-V,1.5300
SAM,Starcore International Mines Ltd,EQUITY,CAD,,0.2,0.305,0.0,17631.4737,Robert Eadie,0.732,-71.5827,0.6656,"Starcore International Mines Ltd. engages in the exploration, extraction, and processing of gold and silver properties. Its property portfolio includes San Martin, El Creston, Sierra Rosario, Toiyabe, Moly Brook Project, and Ajax Molybdenum Project. The company was founded by Robert Eadie on October 17, 1980 and is headquartered in Vancouver, Canada.",0.0079,1980.0,Precious Metals,11.9153,244.0,30.38,47.897,TSX,0.2400
SAND,Silver Sands Resources Corp,EQUITY,CAD,,0.095,0.26,0.0,81253.6316,"Keith Franklin Anderson, Jr.",0.0,35.0114,0.0,"Silver Sands Resources Corp. engages in the business of mineral exploration and the acquisition of mineral property assets. Its objective is to locate and develop economic base metal properties of merit and to conduct its exploration program on the Maple Bay Project. The company was founded on January 31, 2018 and is headquartered in Vancouver, Canada.",-0.0284,2018.0,Other Metals Or Minerals,7.3874,0.0,0.0,5.5483,CSE,0.1250
SAP,Saputo Inc,EQUITY,CAD,"Food, Manufacturing, Consumer Products",26.21,42.42,0.029,673487.9474,"Lino A. Saputo, Jr.",4248.0,-44.8895,17.4659,"Saputo, Inc. engages in the production, marketing, and distribution of a wide array of dairy products. Its products include cheese, fluid milk, extended shelf-life milk, and cream products, cultured products, and dairy ingredients. It operates through geographical sectors: Canada, USA, and International. The Canada Sector consists of the Dairy Division (Canada).The USA Sector refers to the Cheese Division (USA), and the Dairy Foods Division (USA). The International Sector includes the Dairy Division (Australia), and the Dairy Division (Argentina). The company was founded by Emanuele Saputo Sr. in September 1954 and is headquartered in Montreal, Canada.",0.8228,1954.0,Food Meat Or Fish Or Dairy,12762.7254,17300.0,37.36,13673.0,TSX,30.7400
SASY,Sassy Resources Corporation,EQUITY,CAD,,0.2993,0.7866,0.0,117368.5263,Mark Scott,0.0,40.6606,0.0,"Sassy Resources Corp. engages in the provision of iron mining services. It also engages in the acquisition and exploration of mineral property assets. The company was founded on June 3, 2019 and is headquartered in Vancouver, Canada.",-0.0521,2019.0,Precious Metals,20.9165,0.0,0.0,17.2775,CSE,0.4400
SATO,Canada Computational Unlimited Corp,EQUITY,CAD,,0.5,2.2,0.0,16234.3158,Romain Nouzareth,0.0,-9.4595,0.0,"Canada Computational Unlimited Corp. provides bitcoin mining from clean hydro-electricity. The company was founded on September 7, 2021 and is headquartered in Toronto, Canada.",-0.0162,2021.0,Financial Conglomerates,1.5386,0.0,0.0,0.0869,TSX-V,0.6700
SAY,Sparta Capital Ltd.,EQUITY,CAD,,0.03,0.215,0.0,168120.5263,Peter Quattrociocchi,2.9186,12.963,0.0,"Sparta Capital Ltd. provides energy services to commercial sectors. It manufactures and distributes energy saving products. The firm owns or holds a controlling interest in a network of independent businesses that supply energy saving technologies designed to reduce energy inefficiencies, achieve reduced emissions and increase operating efficiencies in various industries. It provides capital, technical and engineering expertise, legal support, financial and accounting knowledge, strategic planning and other shared services to its independent businesses. The company was founded on February 24, 1988 and is headquartered in Toronto, Canada.",-0.0047,1988.0,Electric Utilities,7.4067,0.0,0.0,3.1465,TSX-V,0.0350
SBB,Sabina Gold & Silver Corp,EQUITY,CAD,"Mining, Materials",1.23,2.14,0.0,845024.3158,Donald Bruce McLeod,39.775,-35.9155,0.0,"Sabina Gold & Silver Corp. engages in the acquisition, exploration, and development of precious metals assets. It holds interests in Back River Gold, Wishbone, and Hackett River projects. The company was founded on June 7, 1966 and is headquartered in Vancouver, Canada.",-0.0193,1966.0,Other Metals Or Minerals,563.8685,22.0,0.0,642.828,TSX,1.6200
SBBC,Simply Better Brands Corp,EQUITY,CAD,,4.31,7.15,0.0,2995.8421,Kathy Casey,24.6984,13.9854,65.6068,"Simply Better Brands Corp. engages in the sale of hemp-based cannabidiol (CBD) related products. Its product categories include CBD products, plant-based food and beverage, and the global pet care and skin care industries. The company was founded on March 19, 2018 and is headquartered in Vancouver, Canada.",0.0,2018.0,Pharmaceuticals Other,105.2116,0.0,0.0,35.1842,TSX-V,4.7500
SBC,Brompton Split Banc Corp. (Class A),EQUITY,CAD,Finance,10.224,14.74,0.0756,54351.9474,"Mark Anthony Caranci, CPA",135.1661,348.7391,88.4873,"Brompton Split Banc Corp. operates as a closed-end investment fund/investment trust. It intends to provide holders of the preferred shares with fixed cumulative preferential quarterly cash distribution and to return original issue price on the maturity date. The company was founded on September 14, 2005 and is headquartered in Toronto, Canada.",8.4728,2005.0,Investment Trusts Or Mutual Funds,170.7402,0.0,1.59,341.1725,TSX,13.4900
SBCM,SmartBe Canadian Quantitative Momentum Index ETF,EQUITY,CAD,,16.8,20.06,0.0,2581.1,0,0.0,0.0,0.0,"Canadian Momentum ETF seeks to replicate, to the extent possible and before fees and expenses, the performance of the Alpha Architect Canadian Quantitative Momentum Index (SBCM Index), or any successor thereto It invests primarily in Canadian equity securities.",0.0,0.0,Investment Trusts Or Mutual Funds,4.7675,0.0,0.0,0.0,AEQUITAS NEO EXCHANGE,18.9700
SBCV,SmartBe Canadian Quantitative Value Index ETF,EQUITY,CAD,,19.49,23.19,0.0,1198.75,0,0.0,0.0,0.0,"The Canadian Value ETF seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Alpha Architect Canadian Quantitative Value Index (the SBCV Index).",0.0,0.0,Investment Trusts Or Mutual Funds,4.604,0.0,0.0,0.0,AEQUITAS NEO EXCHANGE,22.9300
SBIO,Sabio Holdings Inc,EQUITY,CAD,,1.0,1.85,0.0,13412.2105,Aziz Rahimtoola,0.0,-157.2727,0.0,"Sabio Holdings, Inc. engages in the provision of mobile advertising services. The company is headquartered in Encino, CA.",-0.0283,0.0,Advertising Or Marketing Services,5.4664,0.0,0.0,0.3893,TSX-V,1.0900
SBM,Sirona Biochem Corp,EQUITY,CAD,"Manufacturing, Healthcare, Biotechnology",0.14,0.445,0.0,89882.3158,"Howard Jarman Verrico, PhD, MD",0.8506,25.1366,0.0,"Sirona Biochem Corp. engages in development of cosmetic ingredient and drug. The firm specializes in stabilizing carbohydrate molecules through its roprietary platform technology. It operates through France and Canada geographical segment. The company was founded by Howard Jarman Verrico on October 19, 2006 and is headquartered in Vancouver, Canada.",-0.0137,2006.0,Biotechnology,46.0333,0.0,0.0,1.2911,TSX-V,0.1950
SBMI,Silver Bullet Mines Corp,EQUITY,CAD,,0.25,0.59,0.0,79915.2105,A. John Carter,0.0,-131.0811,0.0,"Silver Bullet Mines, Inc. is a silver development and exploration company. The company was founded on July, 13, 2018 and is headquartered in Burlington, Canada.",-0.0171,2018.0,Precious Metals,13.7172,0.0,0.0,0.1357,TSX-V,0.4800
SBQM,SmartBe U.S. Quantitative Momentum Index ETF,EQUITY,CAD,,13.89,18.1,0.0,2694.4,0,0.0,0.0,0.0,"U.S. Momentum ETF seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Alpha Architect U.S. Quantitative Momentum Index (the SBQM Index).",0.0,0.0,Investment Trusts Or Mutual Funds,5.4635,0.0,0.0,0.0,AEQUITAS NEO EXCHANGE,15.4100
SBQV,SmartBe U.S. Quantitative Value Index ETF,EQUITY,CAD,,20.73,25.67,0.0,2130.4,0,0.0,0.0,0.0,"U.S. Value ETF seeks to replicate, to the extent possible and before fees and expenses, the performance of the Alpha Architect U.S. Quantitative Value Index (SBQV Index) or any successor thereto. It invests primarily, directly or indirectly, in U.S. equity securities or their depositary receipts.",0.0,0.0,Investment Trusts Or Mutual Funds,9.492,0.0,0.0,0.0,AEQUITAS NEO EXCHANGE,23.7000
SBT,Purpose Silver Bullion Fund - ETF Currency Hedged Units,EQUITY,CAD,,11.83,15.7,0.0,493.2105,0,0.0,0.0,0.0,"The Fund has been created to buy and hold substantially all of its assets in silver bullion and, incidental thereto, minor amounts of silver certificates, if any. See Investment Objectives",0.0,0.0,Investment Trusts Or Mutual Funds,3.8528,0.0,0.0,0.0,TSX,13.9700
SBT.B,Purpose Silver Bullion Fund - ETF Non-Currency Hedged,EQUITY,CAD,,14.85,18.7,0.0,811.5263,0,0.0,0.0,0.0,"The Fund has been created to buy and hold substantially all of its assets in silver bullion and, incidental thereto, minor amounts of silver certificates, if any. See Investment Objectives",0.0,0.0,Investment Trusts Or Mutual Funds,52.0373,0.0,0.0,0.0,TSX,17.8100
SCAN,Liberty Defense Holdings Ltd,EQUITY,CAD,,0.31,0.84,0.0,95703.8947,William Frain,1.0444,50.7999,0.0,"Liberty Defense Holdings Ltd. is engaged in the commercialization of an active 3D imaging technology system. Its product, HEXWAVE, is designed for urban security market using a real time 3D imaging technology licensed from MIT Lincoln Laboratory. The firm provides multi-technology security solutions for concealed weapons detection in foot traffic areas and locations requiring enhanced security such as airports, stadiums, schools, and others. The company was founded on June 8, 2012 and is headquartered in Vancouver, Canada.",-0.2491,2012.0,Aerospace And Defense,24.9574,0.0,0.0,17.2945,TSX-V,0.3900
SCGI,Starlight Global Infrastructure Fund,EQUITY,CAD,,10.5,12.22,0.0552,4272.3,0,0.0,0.0,0.0,The Funds investment objective is to provide regular current income by investing globally in companies with either direct or indirect exposure to infrastructure.,0.0,0.0,Investment Trusts Or Mutual Funds,15.4,0.0,0.0,0.0,AEQUITAS NEO EXCHANGE,11.1400
SCGR,Starlight Global Real Estate Fund,EQUITY,CAD,,9.48,12.01,0.057,3518.7,0,0.0,0.0,0.0,The Funds investment objective is to provide regular current income by investing globally primarily in real estate investment trust (REITs) and equity securities of corporations participating in the residential and commercial real estate sector.,0.0,0.0,Investment Trusts Or Mutual Funds,21.8082,0.0,0.0,0.0,AEQUITAS NEO EXCHANGE,10.5100
SCL,ShawCor Ltd.,EQUITY,CAD,"Manufacturing, Machinery, Consulting, Engineering",4.24,7.59,0.0,233965.7368,Michael E. Reeves,346.579,109.3391,24.0973,"ShawCor Ltd. engages in the provision of products and services for the pipeline and pipe services segment. It operates through the following segments: Pipeline and Pipe Services; Composite Systems; and Automotive and Industrial. The Pipeline and Pipe Services segment focuses on the products and services for the Pipeline Performance Group, Pipeline Performance Products, Shaw Pipeline Services, Shawcor Inspection Services and Lake Superior Consulting operating units. The Composite Systems segment consist of the Composite Production Systems and Oilfield Asset Management. The Automotive and Industrial segment deals with Connection Systems, DSG-Canusa, and ShawFlex. The company was founded on August 23, 1968 and is headquartered in Toronto, Canada.",-1.1226,1968.0,Industrial Specialties,355.2268,0.0,10.19,1267.752,TSX,5.0400
SCOT,Scottie Resources Corp,EQUITY,CAD,,0.155,0.27,0.0,148504.1579,Bradley Clayton Rourke,0.0,-287.3239,0.0,"Scottie Resources Corp. is an exploration stage company. The firm engages in the acquisition, exploration, and evaluation of mineral properties. Its portfolio of properties includes Scottie Gold Mine, Four-J, and Black Hills. The company was founded on November 24, 2009 and is headquartered in Vancouver, Canada.",-0.055,2009.0,Precious Metals,44.5355,0.0,0.0,17.6905,TSX-V,0.2200
SCPT.A,Starlight U.S. Mlti-Fmly (No.2) Cr Pls Fnd-Unt-Cls A,EQUITY,CAD,,9.36,11.5,0.0065,4821.6316,0,0.0,0.0,0.0,0,0.0,0.0,Investment Trusts Or Mutual Funds,0.0,0.0,0.0,0.0,TSX-V,10.2500
SCRN,ScreenPro Security Inc,EQUITY,CAD,,0.065,1.4,0.0,143099.2368,Lena Kozovski,0.0,0.0,0.0,"ScreenPro Security, Inc. provides coronavirus screening software and services. The firm also offers turnkey coronavirus screening solutions to the private sector including testing, track and tracing with GoStop alerting software. The company was founded on May 6, 2020 and is headquartered in Vancouver, Canada.",-0.2996,2020.0,Packaged Software,2.7065,0.0,0.0,9.95,CSE,0.0650
SCT,Skychain Technologies Inc.,EQUITY,CAD,,0.2,1.38,0.0,1971.0,"Weichong Du, PhD",2.6962,-110.9189,-46.486,"Skychain Technologies, Inc. designs and manufactures technological infrastructure. It is focused on developing its hosting services business, providing cryptominers all-in-one solution by offering warehouse space, low-cost electricity, and maintenance and hosting services. The company was founded on July 8, 1977 and is headquartered in Vancouver, Canada.",-0.1951,1977.0,Data Processing Services,5.3671,0.0,0.0,11.2561,TSX-V,0.2000
SCV,Scotch Creek Ventures Inc,EQUITY,CAD,,0.4,0.98,0.0,127502.0,David K. Ryan,0.0,-256.6327,0.0,"Scotch Creek Ventures, Inc. engages in the acquisition and exploration of resource properties. It holds interest in Cupz Property. The company was founded on January 9, 2017 and is headquartered in Vancouver, Canada.",-0.0699,2017.0,Financial Conglomerates,14.649,0.0,0.0,4.2277,CSE,0.8400
SCYB,Scryb Inc.,EQUITY,CAD,,0.13,0.68,0.0,135616.2105,"Yoav Raiter, MBA",0.3156,8.2321,0.0,"Scryb, Inc. operates as a medical technology company, which engages in the development of novel medical devices for in vitro diagnostics and point-of-care testing. Its platform technologies include HemoPalm and Pharmatrac. The HemoPalm develops a POCT unit-use cartridge based blood analyzer with full enterprise capabilities. The Pharmatrac is an AI and data analytics driven personal medication management system that addresses the growing problem of non-adherence to treatment. The company was founded by James Samsoondar in 2005 and is headquartered in Toronto, Canada.",-0.068,2005.0,Oil And Gas Production,38.4232,0.0,0.0,16.3738,CSE,0.1600
SCZ,Santacruz Silver Mining Limited,EQUITY,CAD,,0.22,0.58,0.0,335343.3158,"Carlos Alberto Silva Ramos, MBA",16.5945,98.3857,-20.0251,"Santacruz Silver Mining Ltd. engages in the exploration and commercial exploitation of mining concessions in Mexico. It focuses on development of silver, gold, lead, and zinc deposits. It operates through the following segments: Rosario Project, Veta Grande Project, Zimapan Mine, and Corporate and Other. The company was founded on January 24, 2011 and is headquartered in Vancouver, Canada.",-0.0018,2011.0,Precious Metals,140.3469,0.0,0.0,83.099,TSX-V,0.4250
SDC,SolidusGold Inc.,EQUITY,CAD,,0.065,0.2,0.0,17326.2381,Sorin Posescu,0.0,20.6897,0.0,"SolidusGold, Inc. engages in the exploration and development of precious and base metals. It holds interest in the Honeymoon Property, an early stage gold-silver-copper property. The company was founded on April 13, 2011 and is headquartered in Vancouver, Canada.",-0.004,2011.0,Precious Metals,6.5519,0.0,0.0,0.4578,TSX-V,0.1050
SDE,Spartan Delta Corp.,EQUITY,CAD,,3.84,9.56,0.0,299252.0526,"Fotis Kalantzis, PhD",442.36,141.6046,-41.5498,"Spartan Delta Corp. is an energy company. It is engaged in exploration, development and production of petroleum and natural gas properties in western Canada. It focuses on its properties in the Western Canadian Sedimentary Basin. The company was founded on March 20, 2006 and is headquartered in Calgary, Canada.",2.8879,2006.0,Oil And Gas Production,1383.5224,91.0,3.13,1742.414,TSX,9.0300
SDI,Stampede Drilling Inc,EQUITY,CAD,,0.13,0.35,0.0,46996.3158,Lyle C. Whitmarsh,12.047,131.7708,9.6331,"Stampede Drilling, Inc. engages in the provision of directional drilling services and technologies for the oil and gas industry. It focuses on Drilling Rig division, which manages land-based contract drilling rigs for oil and gas exploration and development companies. The company was founded on January 7, 2011 and is headquartered in Calgary, Canada.",0.0061,2011.0,Oilfield Services Or Equipment,42.2947,84.0,52.46,50.626,TSX-V,0.3200
SE,Sweet Earth Holdings Corporation,EQUITY,CAD,,0.025,0.345,0.0,17520.9474,"Peter Edward Espig, MBA",1.1344,0.0,0.0,"Sweet Earth Holdings Corp. engages in the production of CBD products grown in Applegate Valley, Oregon. Its products combine CBD with herbal and organic ingredients, all of which are selected for their beneficial properties to soothe, rejuvenate, and reduce inflammation. The company develops its own proprietary hemp strains and seeds in Appleton, Oregon where the natural climate provides the ideal environment for hemp cultivation. The company was founded on February 2, 2005 and is headquartered in Vancouver, Canada.",-0.0501,2005.0,Pharmaceuticals Other,3.9241,0.0,0.0,3.4161,CSE,0.0350
SEA,"Seabridge Gold, Inc.",EQUITY,CAD,"Mining, Materials",18.85,26.21,0.0,70925.6316,Rudi P. Fronk,0.291,33.5697,0.0,"Seabridge Gold Inc. engages in the acquisition and exploration of gold properties. It operates through the following projects: Kerr-Sulphurets-Mitchel (KSM), Courageous Lake, Iskut, Snowstorm, non-core assets, 3 Aces, and building trust. The company was founded by James S. Anthony and Rudi P. Fronk on September 14, 1979 and is headquartered in Toronto, Canada.",-0.0562,1979.0,Precious Metals,1821.5413,0.0,0.0,733.425,TSX,23.2800
SEAG,Seahawk Gold Corp,EQUITY,CAD,,0.195,1.05,0.0,500.0,Giovanni Gasbarro,0.0,77.4566,0.0,"Seahawk Gold Corp. engages in the acquisition and exploration of mineral resource properties in Canada. It holds interest in properties including Mystery, Touchdown, Xtra Point, SkyX and Blitz. The company was founded on January 16, 2007 and is headquartered in Coquitlam, Canada.",-0.0078,2007.0,Miscellaneous,7.1142,0.0,0.0,2.3347,CSE,0.2200
SEB,Smart Employee Benefits Inc,EQUITY,CAD,,0.12,0.35,0.0,114386.3684,"John M. McKimm, MBA",26.7272,15.1163,0.0,"Smart Employee Benefits, Inc. is a technology company, which engages in the provision of process automation and outsourcing software, solutions, and services. It operates through the following segments: Benefits, Technology, and Corporate Office. The Benefits segment includes software solutions, services, and products focused on managing group benefit and wellness plans for corporate and government clients. The Technology segment offers solutions in the areas of supply chain management, integration, and energy, as well as resource provisioning and training. The Corporate Office segment comprises public company costs, officer, and administrative costs, as well as salaries, share-based compensation, and other expenses pertaining to corporate activities. The company was founded by Robert Prentice on December 23, 2010 and is headquartered in Mississauga, Canada.",-0.0219,2010.0,Information Technology Services,36.8069,0.0,0.0,38.0812,TSX-V,0.2150
SECU,SSC Security Services Corp,EQUITY,CAD,"Agriculture, Electronics, Retail, Consumer Products",2.25,3.4,0.0504,31895.4211,"Doug Emsley, MBA",0.8359,-62.8995,42.2201,"SSC Security Services Corp. provides physical and cyber security services to corporate and public sector clients across Canada. The company was founded by Douglas Allan Emsley, Brad Farquhar, and Gord A. Nystuen in 2012 and is headquartered in Regina, Canada.",0.0325,2012.0,Wholesale Distributors,47.2547,0.0,73.23,80.4223,TSX-V,2.3800
SEI,Sintana Energy Inc.,EQUITY,CAD,,0.06,0.3,0.0,773115.4211,Douglas Glenn Manner,0.1023,0.8475,0.0,"Sintana Energy Inc. engages in petroleum and natural gas exploration and development activities in Colombia's Magdalena Basin. Its exploration strategy is to acquire, explore, develop, and produce assets with significant reserves potential. The company was founded on February 22, 1994 and is headquartered in Toronto, Canada.",-0.0117,1994.0,Other Metals Or Minerals,23.936,0.0,0.0,0.0939,TSX-V,0.1800
SEK,Secova Metals Corp,EQUITY,CAD,,0.06,0.22,0.0,467862.0,"Peter Bradley Kitchen, MBA",0.0,-442.2535,0.0,"Secova Metals Corp. operates as an environmental aware resource exploration and processing company. Its exploration focuses is on the ownership of the Eagle River project, which is adjacent to and on-trend to several gold projects in the Windfall Lake district of Urban Barry in Quebec. The firm's principal restoration and recovery project is the Montauban property which is situated in Quebec. The company was founded on October 22, 2004 and is headquartered in Vancouver, Canada.",-0.0385,2004.0,Other Metals Or Minerals,8.7579,0.0,0.0,8.6322,CSE,0.0650
SENS,Sensor Technologies Corp,EQUITY,CAD,,0.01,0.065,0.0,163267.7895,Jacinto Vieira,0.2079,96.9349,11.6353,"Sensor Technologies Corp. engages in the exploration and development of oil and gas properties. It operates through the Canadian Operation and U.S. Operation geographical segments. The company was founded on November 18, 1999 and is headquartered in Toronto, Canada.",-0.0016,1999.0,Oil And Gas Production,2.513,0.0,0.0,0.4668,CSE,0.0150
SES,Secure Energy Services Inc.,EQUITY,CAD,"Manufacturing, Machinery, Oil and Gas, Mining, Engineering",3.49,6.58,0.0055,753953.1579,Rene E. Amirault,1316.0,-31.5966,4.031,"Secure Energy Services, Inc. engages in the provision of safe and environmentally responsible fluids and solids solutions to the oil and gas industry. It operates through the following segments: Midstream Infrastructure, Environmental and Fluid Management, and Corporate. The Midstream Infrastructure segment operates facilities throughout western Canada, in North Dakota and in Oklahoma and helps upstream oil and natural gas companies with the processing, storing, shipping and marketing of crude oil; processing of waste; and water treatment and disposal. The Environmental and Fluid Management segment focuses on landfill disposal facilities; onsite abandonment, remediation and reclamation management; and drilling, completion and production fluid operations management for oil and gas producers in western Canada. The company was founded in 2007 and is headquartered in Calgary, Canada.",-0.7072,2007.0,Oil And Gas Pipelines,1691.5239,2050.0,0.0,2937.0,TSX,5.4900
SEV,Spectra7 Microsystems Inc,EQUITY,CAD,,1.0,3.03,0.0,10593.8947,Raouf Y. Halim,8.2356,55.8746,14.0915,"Spectra7 Microsystems Inc. engages in the design and manufacture of analog semiconductors. Its products are catered to electronics manufacturers in virtual reality, augmented reality, mixed reality, data centers, and other connectivity markets. The company was founded on October 12, 2010 and is headquartered in San Jose, CA.",-0.4841,2010.0,Semiconductors,30.7593,0.0,0.0,4.4067,TSX-V,1.4500
SFC,Sagicor Financial Company Ltd,EQUITY,CAD,,5.41,7.0,0.0443,7408.6842,"Dodridge D. Miller, PhD, MBA",2163.6582,0.0,-791.0551,"Sagicor Financial Co. Ltd. is a financial and insurance company, which provides financial services in the Caribbean. The firm's products and services include life, health, and general insurance, banking, annuities, pension investment and administration, and real estate, and a suite of ancillary non-insurance financial products and services including banking and investment management. The company was founded by Vince John Hemmer, Azim Jamal, Anthony Lacavera, Lee Lau, Nadir H. Mohamed, Joseph M. Natale, Helmut Swarovski, and Donald J. Walker on February 8, 2017 and is headquartered in Wildey, Barbados.",1.0454,2017.0,Financial Conglomerates,909.1041,4545.0,6.07,12020.7317,TSX,6.3500
